name,description,content,product_category_id,images
Climatic Chamber,"<em>Climatic chamber</em> berfungsi untuk menyimpan sampel dalam suhu dan kelembaban yang diinginkan. <em>Climatic Chamber </em>dapat digunakan untuk jenis sampel padatan maupun cairan.
\n
\nLS/IK/A2.01-001/00","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: IRMECO</li>
\n 	<li>Tipe: KK 350 TOP+</li>
\n 	<li>Kapasitas maksimal 335 L</li>
\n 	<li>Suhu maksimal 80<sup>o</sup>C</li>
\n 	<li>Kelembaban maksimal 90%</li>
\n</ul>",4,"https://polarlabsen.link/wp-content/uploads/2023/03/DSC07287.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07290-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07292-copy.jpg"
Distillation Set,"<em>Distillation set </em>berfungsi untuk memisahkan dan memurnikan bahan baku cair berdasarkan kecepatan menguapnya. <em>Distillation set </em>digunakan untuk bahan baku cair.
\n
\nLS/IK/A3.01-001/00","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: UIC</li>
\n 	<li>Tipe: UIC KDL 5</li>
\n 	<li>Kapasitas produksi 200-2000 gram per jam</li>
\n 	<li>Suhu maksimal evaporator 250°C.</li>
\n</ul>",4,"https://polarlabsen.link/wp-content/uploads/2023/03/DSC07270.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07271-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07273-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07274-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07277-copy.jpg"
Oscillating Granulator for Machine,"<em>Oscillating Granulator for Machine </em>berfungsi untuk memperkecil ukuran partikel bahan baku padat kering atau padat basah. <em>Oscillating Granulator for Machine </em>digunakan untuk bahan baku padat kering atau padat basah.
\n
\nLS/IK/A3.01-001/00","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: PMS</li>
\n 	<li>Tipe: HSG 75</li>
\n 	<li>Kapasitas produksi 3-6 kg/pencampuran</li>
\n</ul>",4,"https://polarlabsen.link/wp-content/uploads/2023/03/DSC07263.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07265-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07266-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07267-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07269-copy.jpg"
Vibro Sifter,"<em>Vibro Sifter </em>berfungsi untuk memisahkan partikel bahan baku kering sesuai dengan ukuran yang diinginkan. <em>Vibro Sifter </em>digunakan untuk bahan baku padat kering.
\n
\nLS/IK/A3.01-001/00","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: PMS</li>
\n 	<li>Tipe: VS 500-2</li>
\n 	<li>Kapasitas produksi 30-100 kg/jam</li>
\n 	<li>Daya motor 0.75 KW</li>
\n</ul>",4,"https://polarlabsen.link/wp-content/uploads/2023/03/DSC07256.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07258-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07260-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07262-copy.jpg"
Rotary Tablet Press Machine,"<em>Rotary Tablet Press Machine </em>berfungsi untuk mencetak butiran kering atau bahan baku <em>powder</em> ke dalam bentuk tablet dengan berat dan ukuran yang seragam. <em>Rotary Tablet Press Machine </em>digunakan untuk bahan baku serbuk kering.
\n
\nLS/IK/A3.01-001/00","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Accura</li>
\n 	<li>Tipe: AMR FD D8</li>
\n 	<li><em>K</em>apasitas produksi 4800-14000 tablet/jam</li>
\n 	<li>Kecepatan kubah 10-30 rpm</li>
\n 	<li>Tekanan maksimal 6 tons</li>
\n 	<li>Diameter maksimal tablet yang dihasilkan 22 mm</li>
\n 	<li>Maksimal kedalaman pengisian 20,5 mm</li>
\n 	<li>Berat alat 350 kg</li>
\n</ul>",4,"https://polarlabsen.link/wp-content/uploads/2023/03/DSC07293.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07307-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07312-copy.jpg"
Coating Tablet Machine,"<em>Coating Tablet Machine </em>berfungsi untuk melapisi bagian permukaan tablet. <em>Coating Tablet Machine </em>digunakan untuk bahan baku padat berbentuk tablet.
\n
\nLS/IK/A3.01-001/00","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: PMS</li>
\n 	<li>Tipe: FC 16-E</li>
\n 	<li>Kapasitas produksi sekitar 3-5 kg (tergantung pada bentuk, ukuran dan berat jenis tablet) setiap kali pencampuran</li>
\n</ul>",4,"https://polarlabsen.link/wp-content/uploads/2023/03/DSC07316.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07318-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07320-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC07322-copy.jpg"
Particle Size Analyzer (PSA),"<em>Particle Size Analyzer</em> berfungsi untuk karakterisasi ukuran partikel sampel. <em>Particle Size Analyzer </em>dapat digunakan untuk karakterisasi ukuran partikel sampel serbuk antara 0,4 µm-2000 µm dan sampel cairan antara 0,017 µm-2000 µm.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AS.02-016","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Beckman Coulter</li>
\n 	<li>Tipe: LS 13 320</li>
\n 	<li><em>Particle Size Analyzer </em>dilengkapi dengan dua jenis module yaitu <em>Dry Powder System</em> (DPS) untuk sampel serbuk dan <em>Universal Liquid Module</em> (ULM) untuk sampel cairan.</li>
\n</ul>",5,"https://polarlabsen.link/wp-content/uploads/2022/10/DSC04144.jpg, https://polarlabsen.link/wp-content/uploads/2022/10/DSC04149.jpg, https://polarlabsen.link/wp-content/uploads/2022/10/DSC04152.jpg, https://polarlabsen.link/wp-content/uploads/2022/10/Hasil.png"
Rotary Suspension Mixer,"<em>Rotary Suspension Mixer</em> berfungsi untuk mengaduk larutan dalam tabung secara menyeluruh. <em>Rotary Suspension Mixer</em> digunakan untuk berbagai jenis sampel larutan.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AS.03-019","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: RATEK</li>
\n 	<li>Tipe: RSM7DC</li>
\n 	<li><em>Rotary Suspension Mixer</em> ini mampu berputar dengan kecepatan maksimal 60 rpm</li>
\n 	<li><em>Rotary Suspension Mixer</em> memiliki kemiringan disc bisa di atur sampai 90<sup>o</sup></li>
\n 	<li><em>Rotary Suspension Mixer</em> memiliki kapasitas penyimpanan sampel 5 kg beserta <em>disc</em>.</li>
\n</ul>",5,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04361-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04364-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04365-copy.jpg"
Freeze Dryer,"<em>Freeze Dryer</em> berfungsi untuk mengeringkan sampel dengan cara di vakum dalam kondisi beku. <em>Freeze Dryer</em> ini dapat digunakan untuk sampel biologis dan kimia.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AS.03-008","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Ihanil</li>
\n 	<li>Tipe: Vac 8</li>
\n 	<li><em>Freeze Dryer</em> dilengkapi dengan 8 buah tabung untuk menyimpan sampel</li>
\n</ul>",5,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04352-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04353-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04355-copy.jpg"
Melting Point,"<em>Melting Point</em> M-565 merupakan alat yang digunakan untuk menentukan titik leleh maupun titik didih. <em>Melting Point</em> M-565 dapat digunakan untuk sampel serbuk maupun cairan dalam jumlah yang relatif sedikit.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: BUCHI</li>
\n 	<li>Tipe: M-565</li>
\n 	<li><em>Melting point</em> dan <em>boiling point</em> dapat digunakan untuk menentukan titik leleh dan titik didih sampel dari 10°C-400°C</li>
\n</ul>",5,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04340-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04342-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04343-copy.jpg"
Rotary Evaporator B,"<em>Rotary Evaporator</em> memiliki tujuan yaitu memisahkan pelarut dan zat terlarut dengan cara diuapkan kemudian dikondensasi. <em>Rotary Evaporator </em>R-300 memiliki kapasitas hingga 2L.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AS.03-019","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Buchi</li>
\n 	<li>Tipe: R-300</li>
\n</ul>",5,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04334-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04337-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04338-copy.jpg"
Crystallization Synthesis System,"<em>Crystallization Synthesis System </em>berfungsi untuk melakukan kristalisasi suatu senyawa dalam sistem tertutup. <em>Crystallization Synthesis System</em> biasanya digunakan untuk senyawa dalam bentuk larutan.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Syrris Atlas</li>
\n 	<li><em>Crystallization Synthesis System </em>memiliki kapasitas 1 mL sampai 5 L</li>
\n 	<li><em>Crystallization Synthesis System </em>memiliki rentang suhu untuk <em>jacketed vessel </em>adalah -90°C - 250°C, suhu maksimum untuk <em>hotplate</em> adalah 350°C dan suhu <em>hot </em>and <em>coldplate</em> dari -40°C - 160°C</li>
\n 	<li><em>Crystallization Synthesis System </em>memiliki tekanan sampai 3 bar pada <em>jacketed reactor </em>atau 200 bar pada sistem yang dipanaskan</li>
\n</ul>",5,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04375-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04376-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04377-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04378-copy.jpg"
Medium Pressure Liquid Chromatography (MPLC),"<em>Medium Pressure Liquid Chromatography</em> berfungsi untuk memisahkan dan mengidentifikasi dua komponen atau lebih dalam suatu sampel. <em>Medium Pressure Liquid Chromatography</em> digunakan untuk preparasi sampel organik dan bahan alam.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AS.03-015","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: BUCHI</li>
\n 	<li><em>Medium Pressure Liquid Chromatography</em> dilengkapi dengan detektor UV-Vis C-640 pada panjang gelombang 200-840 nm</li>
\n</ul>",5,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04889.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04890-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04891-copy.jpg"
High Performance Liquid Chromatography Semi-preparative,"HPLC Semi-preparative digunakan untuk memurnikan peptide, protein dan senyawa organik lainnya dalam kuantitas kecil.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AS.03-020","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Waters</li>
\n</ul>",5,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04372-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04373-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04374-copy.jpg"
Rotary Evaporator,"<em>Rotary Evaporator</em> memiliki tujuan yaitu memisahkan pelarut dan zat terlarut dengan cara diuapkan kemudian dikondensasi. <em>Rotary Evaporator</em> digunakan untuk memekatkan ekstrak cair.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AS.03-019","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: BUCHI</li>
\n 	<li>Tipe: R-300</li>
\n 	<li>Kecepatan rotasi 10-280 rpm</li>
\n 	<li>Temperatur maksimum 220˚C</li>
\n 	<li>Kapasitas maksimum 5L</li>
\n</ul>",5,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04334-1-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04337-copy-1.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04338-copy-1.jpg"
Refrigerator Microcentrifuge,"<em>Refrigerator microcentrifuge</em> didesain untuk memisahkan material suspensi cairan yang memiliki berat jenis dan ukuran partikel yang berbeda (maksimum berat jenis sampel 1.2 g/cm<sup>3</sup> pada kecepatan maksimum). Suhu pada <em>refrigerator microcentrifuge</em> dapat diatur sesuai dengan kebutuhan. Pada umumnya <em>Refrigerator microcentrifuge</em> digunakan untuk memisahkan sampel mikrobiologis.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AB.02-015","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Thermo</li>
\n 	<li>Tipe: MicroCL 17</li>
\n 	<li><em>Refrigerator microcentrifuge</em> dilengkapi dengan pengaturan suhu dengan range temperatur -4<sup>○</sup>C sampai 40<sup>○</sup>C.</li>
\n 	<li><em>Refrigerator microcentrifuge</em> memiliki rotor dengan 24 lubang untuk menyimpan <em>microtube</em> dengan volume 1.5 – 2 mL.</li>
\n 	<li>Kecepatan rotor minimal 300 rpm dan maksimum 13.300 rpm.</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2022/10/DSC04273.jpg, https://polarlabsen.link/wp-content/uploads/2022/10/DSC04274.jpg, https://polarlabsen.link/wp-content/uploads/2022/10/DSC04279.jpg, https://polarlabsen.link/wp-content/uploads/2022/10/DSC04280.jpg"
Aquabath,"<em>Aquabath</em> merupakan pemanas untuk sampel dengan menggunakan media air untuk menciptakan suhu yang konstan. <em>Aquabath</em> dapat digunakan untuk memanaskan sampel liquid atau semi solid.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AS.03-002","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Thermo Scientific</li>
\n 	<li>Tipe: 18102A-1CEQ</li>
\n 	<li><em>Aquabath </em>Model 18102A-1CE memiliki tegangan sebesar 230 V</li>
\n 	<li><em>Aquabath </em>Model 18102A-1CE memiliki kapasitas sebanyak 2 L</li>
\n 	<li>Rentang temperatur dengan sistem terbuka yaitu pada suhu ruang sampai 60°C</li>
\n 	<li>Rentang temperatur dengan sistem tertutup yaitu pada suhu ruang sampai 100°C</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2022/10/DSC04290.jpg, https://polarlabsen.link/wp-content/uploads/2022/10/DSC04293.jpg, https://polarlabsen.link/wp-content/uploads/2022/10/DSC04297.jpg"
Oven,"Oven merupakan instrument yang digunakan untuk mengeringkan peralatan gelas atau bahan kimia tertentu serta membantu mempercepat proses penguapan. Oven digunakan untuk peralatan gelas, bahan kimia serta simplisia.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AS.03-006","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Thermo Scientific</li>
\n 	<li>Tipe: OGH 100</li>
\n 	<li>Oven <em>Heratherm</em> dapat beroperasi pada suhu 50°C-250°C</li>
\n 	<li>Oven <em>Heratherm</em> memiliki kapasitas maksimal sebanyak 50 kg</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04326-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04330-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04333-copy.jpg"
Analytical Balances ,"Timbangan analitik berfungsi untuk mengukur berat bahan kimia. Timbangan Analitik digunakan untuk mengukur berat bahan kimia padat maupun cair dengan kemampuan pembacaan dari 0,1 mg.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AS.03-001","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Mettler Toledo</li>
\n 	<li>Tipe: MS204</li>
\n 	<li>Timbangan analitik Mettler Toledo MS 204TS memiliki berat 5,8 kg</li>
\n 	<li>Timbangan analitik Mettler Toledo MS 204TS memiliki dimensi (pxlxt) 204x347x348 mm, dengan diameter <em>pan</em> 90 mm</li>
\n 	<li>Timbangan analitik Mettler Toledo MS 204TS mempunyai kapasitas penimbangan sampai 220 g</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04344-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04345-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04346-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04347-copy.jpg"
Portable Balance,"Timbangan teknis berfungsi untuk mengukur berat bahan kimia. Timbangan teknis digunakan untuk mengukur berat bahan kimia padat maupun cair dengan kemampuan pembacaan 0,1 g.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AS.03-003","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Mettler Toledo</li>
\n 	<li>Tipe: MS12001</li>
\n 	<li>Timbangan teknis Mettler Toledo MS 12001 memiliki berat 10 kg</li>
\n 	<li>Timbangan teknis Mettler Toledo MS 12001 memiliki dimensi (pxlxt) 363x346x118 mm, dengan diameter <em>pan</em> 351x245 mm</li>
\n 	<li>Timbangan teknis Mettler Toledo MS 12001 mempunyai kapasitas penimbangan sampai 12200 gram</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04348-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04349-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04350-copy.jpg"
Freezer,"<em>Freezer</em> digunakan unuk menyimpan sampel pada kondisi beku atau dingin dalam waktu lama. <em>Freezer</em> dapat digunakan untuk sampel-sampel biologis.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AB.02-005.A
\n
\nLS/IK/AB.02-005.B","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Dathan</li>
\n 	<li>Suhu dapat diatur hingga -86 ℃</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04300.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04303.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04305.jpg"
Hot plate and Magnetic Stirrer,"<em>Hot plate</em> and <em>Stirrer</em> digunakan sebagai alat penunjang untuk memanaskan serta menghomogenasi larutan. Dapat digunakan sebagai pemanas saja, pengaduk saja serta dapat digunakan secara bersamaan.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Thermo Scientific</li>
\n 	<li>Suhu maksimum 540ºC</li>
\n 	<li>Kecepatan 50-1500 rpm</li>
\n 	<li>Dimensi bidang permukaan 18,4 x 18,4 cm</li>
\n 	<li>Berat 5,1 kG</li>
\n 	<li>Dimensi total 33 x 20.8 x 9.7 cm</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04367-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04368-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04369-copy.jpg"
Microcentifuge,"<em>Microcentrifuge</em> adalah alat yang digunakan untuk memisahkan cairan dari komponen lainnya berdasarkan massa jenis. <em>Microcentrifuge</em> dapat digunakan untuk sampel biologis maupun sedimen.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Eppendorf</li>
\n 	<li>Tipe: 5424R</li>
\n 	<li><em>Microcentrifuge</em> memiliki kapasitas 1.5mL x 24</li>
\n 	<li><em>Microcentrifuge</em> memiliki kapasitas kecepatan maksimum 15000 rpm</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04966.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04971.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04972.jpg"
Micropipette,"<em>Micropipette</em> berfungsi untuk untuk memindahkan cairan dengan skala volume mikroliter.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Eppendorf, DragonLab</li>
\n 	<li>Memiliki berbagai macam ukuran 10-100uL; 20-200uL; 100-1000uL; 500-5000uL</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04981.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04984.jpg"
Micropipette 12 Channel,"<em>Micropipette</em> berfungsi untuk untuk memindahkan cairan dengan skala volume mikroliter.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Eppendorf</li>
\n 	<li>Memiliki 12 channel yang dapat menarik 12 jenis sampel dalam satu waktu</li>
\n 	<li>Memiliki kapasitas 30-300uL</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04973.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04976.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04978.jpg"
Vortex,"<em>Vortex</em> berfungsi untuk proses homogenasi suatu sampel larutan. <em>Vortex</em> digunakan pada sampel cairan.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Thermo Scientific</li>
\n 	<li><em>Vortex</em> memiliki kecepatan hingga 3000 rpm</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04986.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04988.jpg"
Analytical Balances B,"Timbangan analitik berfungsi untuk mengukur berat bahan kimia. Timbangan Analitik digunakan untuk mengukur berat bahan kimia padat maupun cair dengan kemampuan pembacaan dari 0,1 mg.
\n
\nLS/IK/AK.01-015","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: FV Gram</li>
\n 	<li>Tipe: FV-220C</li>
\n 	<li>Berat: 8,6 kg</li>
\n 	<li>Dimensi (pxlxt): 320x400x470 mm</li>
\n 	<li>Diameter <em>pan</em> 90 mm</li>
\n 	<li>Kapasitas penimbangan sampai 210 g</li>
\n 	<li>Suhu operasional timbangan 20-25<sup>O</sup>C</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2023/03/DSC05772.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC05773-copy.jpg"
Heating Mantle,Heating mantle adalah penangas yang digunakan di laboratorium untuk memberikan panas secara merata dan menyelurug. Heating mantle digunakan untuk memanaskan cairan atau larutan. Pemanasan dengan heating mantle dilakukan dengan menggunakan labu.,"<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Berat 3 kg</li>
\n 	<li>Kapasitas labu 250-500 mL</li>
\n 	<li>Max suhu 450˚C</li>
\n 	<li>Voltase 220V/50Hz</li>
\n 	<li>Daya 150 W</li>
\n</ul>",6,https://polarlabsen.link/wp-content/uploads/2023/03/DSC05814-copy.jpg
Arium Pro Water Ultrapure Water System,"Arium Pro Water Ultrapure Water System merupakan sumber air yang bebas dari pengotor untuk diaplikasikan pada kebutuhan laboratorium. Arium Pro Water Ultrapure Water System dapat diaplikasikan untuk pengujian ELISA, AAS, preparasi reagensia, elektroforesis, Northern Blot, Southern Blot, Western Blot, PCR, Kromatografi, Nutrient media, GC-MS, ICP, HPLC dan lain-lain.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Sartorius</li>
\n 	<li>Konduktivitas 0.055 µS/cm</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2023/03/DSC05823.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC05825-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC05826-copy.jpg"
pH Meter,"pH meter Mettler Toledo dapat digunakan untuk pengukuran derajat keasaman, potensial (mV), temperatur dan ion. pH meter ini digunakan untuk sampel berupa larutan.
\n
\nLS/IK/AK.01-021","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Mettler Toledo</li>
\n 	<li>Dilengkapi dengan elektroda, probe ATC dan MTC</li>
\n 	<li>Rentang pengukuran pH dari -2 sampai 20</li>
\n 	<li>Rentang pengukuran potensial dari -2000 sampai 2000 mV</li>
\n 	<li>Pengukuran temperatur dari -5°C sampai 130°C</li>
\n 	<li>Rentang pengukuran ion dari 0 sampai 1000% ; 0 sampai 10000 ppm ; 1.00E-9 sampai 9.99+9 mg/L ; 1.00E-9 sampai 9.99+9 mmol/L ; 1.00E-9 sampai 9.99+9 mol/L</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2023/03/DSC05796.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC05799-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC05802-copy.jpg"
Sonicator,"<em>Sonicator </em>adalah alat yang memanfaatkan gelombang ultrasonik atau getaran yang dapat merambat dalam medium padat, cair, dan gas. Sonicator berfungsi untuk mengurangi kandungan gas pada suatu larutan atau digunakan untuk proses <em>degassing</em>.
\n
\nLS/IK/AK.01-002/00","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: FALC</li>
\n 	<li>Dilengkapi dengan timer digital</li>
\n 	<li>Suhu dapat diatur 20-80˚C</li>
\n 	<li>Kapasitas 4.5 L</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2023/03/DSC05789.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC05792-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC05793-copy.jpg"
UV Lamp,UV Lamp digunakan untuk mengamati pola noda pada panjang gelombang yang diinginkan. UV Lamp digunakan untuk mengamati noda pada plat silika kromatografi lapis tipis.,"<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Terdapat dua panjang gelombang yaitu 254 nm dan 365 nm</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2023/03/DSC05842.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC05844-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC05846-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC05848-copy.jpg"
Vortex Laboratory Shaker,Vortex digunakan untuk menghomogenasi larutan. Vortex ini diaplikasikan pada larutan yang telah berada pada tabung uji yang bertutup.,"<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: FALC</li>
\n 	<li>Kecepatan rotasi 100-3000 rpm</li>
\n</ul>",6,"https://polarlabsen.link/wp-content/uploads/2023/03/DSC05804.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC05805-copy.jpg, https://polarlabsen.link/wp-content/uploads/2023/03/DSC05807-copy.jpg"
